Id,Name,SKU,content,"Short Description",sku,category,"Gallery Image","Product Image",Download,Image,print-position-1,kop-fran,tariff-stat-nr,standardfarg,tryckyta,logo,material,kapacitet,vikt,dimensioner,certifikat,"price option 50","price option 100","price option 250","price option 500","price option 1000","price option 2500","price option 5000",print-position-2,order-from,tariff-stat-no,color,print-surface,weight,dimensions,certificate,ovrigt,bestall-fran,tryck-storlek,storlek,accessories,version,tariff-stat-nn,input,output,solar-laddning,packaging,capacity,print-position-3,own-design,farg,sizes
84,"R-PET R-ABS LED Light 5in1 cable",16680,,"Förlängda versionen av vår populära ESTS certifierade LED Laddkabel 5i1, nu 120 cm lång. En smart laddkabel som lyser upp er logo i form av LED ljus. Med den nya 5i1 kontakten är det nu möjligt att ladda från Type C till Type C. Laddkontakter som passar för iPhone, Samsung samt Type C ingår!",16680,"Laddare/Sladdar,Nyheter,Hemma/Kontor","https://www.usb.nu/wp-content/uploads/2022/12/LED-Light-5in1-cable_13951_2-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/LED-Light-5in1-cable_13951_9-Box-silver-foil-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/LED-Light-5in1-cable_13951_3-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/LED-Light-5in1-cable_13951_5-White-Off-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/LED-Light-5in1-cable_13951_5-White-ON-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/LED-Light-5in1-cable_13951_6-Blue-ON-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/LED-Light-5in1-cable_13951_6-Green-ON-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/LED-Light-5in1-cable_13951_6-Purple-ON-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/LED-Light-5in1-cable_13951_6-Red-ON-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/LED-Light-5in1-cable_13951_6-Yellow-ON-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/16680_2S4A3452_AO-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/LED-Light-5in1-cable_13951_7-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/LED-Light-5in1-cable_13951_8-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/LED-Light-5in1-cable_13951_10-Box-blue-foil-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/LED-Light-5in1-cable_13951_10-Box-green-foil-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/LED-Light-5in1-cable_13951_10-Box-red-foil-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/16680_R-PET-R-ABS-LED-Light-5in1-cable_no-logo.jpg,https://www.usb.nu/wp-content/uploads/2022/12/LED-Light-5in1-cable_13951_no-logo_Box-scaled.jpg",https://www.usb.nu/wp-content/uploads/2022/12/16680_R-PET-R-ABS-LED-Light-5in1-cable_1_ESTS-6.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/12/16680_R-PET-R-ABS-LED-Light-5in1-cable_PICS-1.zip"" target=""_blank"" rel=""noopener"">16680_R-PET R-ABS LED Light 5in1 cable_PICS</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/12/16680_R-PET-R-ABS-LED-Light-5in1-Cable-BOX_SIM-1.pdf"" target=""_blank"" rel=""noopener"">16680_R-PET R-ABS LED Light 5in1 Cable BOX_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/12/16680_R-PET-R-ABS-LED-Light-5in1-Cable_SIM-1.pdf"" target=""_blank"" rel=""noopener"">16680_R-PET R-ABS LED Light 5in1 Cable_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/12/16680-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">16680 Declaration of Conformity</a>",,725-sv,"50 st",8544429090,Svart/silver,"Kabel: Ø20mm  Box: 60x25mm","Kabel: gravyr  Box: silverprägling","R-PET,  R-ABS",5V/2A,35g,"35x1200 mm Box: 45x210 mm","CE, Rohs, EMC",79,69,63,59,56,54,52,-,-,-,-,-,-,-,-,"LED-lampa i vitt från 100 st. Rött, blått eller grönt från 500 st.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
85,"Earpod clean pen",16640,,"Smart liten gadget som får dina AirPods att kännas som nya igen. Dessutom kan rengöringsverktyget fungera bra även till kamera, mobiltelefon, tangentbord eller datorn.",16640,Mobiltillbehör,"https://www.usb.nu/wp-content/uploads/2022/12/16640_Earpod-clean-pen_5_white_1.jpg,https://www.usb.nu/wp-content/uploads/2022/12/DSC_4564.png,https://www.usb.nu/wp-content/uploads/2022/12/DSC_4723.png,https://www.usb.nu/wp-content/uploads/2022/12/16640_Earpod-clean-pen_5_Black.jpg,https://www.usb.nu/wp-content/uploads/2022/12/DSC_4727.png,https://www.usb.nu/wp-content/uploads/2022/12/16640_Earpod-clean-pen_7.jpg,https://www.usb.nu/wp-content/uploads/2022/12/16640_Earpod-clean-pen_5_grey_1.jpg",https://www.usb.nu/wp-content/uploads/2022/12/16640_Earpod-cleaners_1b-1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/12/16640_Earpod-clean-pen_Pic.zip"" target=""_blank"" rel=""noopener"">16640_Earpod clean pen_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/12/16640_Earpod-clean-pen_ARTW.pdf"" target=""_blank"" rel=""noopener"">16640_Earpod clean pen_ARTW</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/16640-Declaration-of-conformity.pdf"" target=""_blank"" rel=""noopener"">16640 Declaration of conformity</a>",,"715-sv,203-11m-sv,211-11-3m-sv,211-11-4m-sv,214-14m-sv","100 st",3926909790,"Vita pennor/ svart/grå/vit hatt",40x10mm,Screen,Plast,-,19g,112x21x11mm,Reach,,36,34,32,30,29,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
86,"5in1 Flow Fast charge PD 3A",16649,,"Exklusivt mästerverk! Vår patenterade 5i1 LED-laddningskabel med metall kontakter i matchande färg och hela 1000mm lång. Ultrasnabb 3A laddning USB / Type-C-kombinationskontakt till iPhone Lightning, micro USB och Type-C. Kabeln visar strömmen när du laddar din mobil. När mobilen är fulladdad stänger kabeln av sig själv för att spara ström och för att undvika överladdning. Kabeln har Type-C snabbladdning och PD upp till 7 Watt kompatibel med 3A output. Packad i svart mikrofiberpåse.",16649,Laddare/Sladdar,"https://www.usb.nu/wp-content/uploads/2022/12/Flow-5in1-Fast-charge-3A-Alu-cable_13649_2-blue-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/Flow-3in1-Fast-charge-3A-Alu-cable_13649_8-orange-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/Flow-3in1-Fast-charge-3A-Alu-cable_13649_5-green-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/16649_2S4A3525_AO-scaled.jpg",https://www.usb.nu/wp-content/uploads/2022/12/Flow-5in1-Fast-charge-3A-Alu-cable_13649_3-blue-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/12/16649_5in1-Flow-Fast-charge-3A_SIM.pdf"" target=""_blank"" rel=""noopener"">16649_5in1 Flow Fast charge 3A_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/12/16649_Flow-5in1-Fast-charge-3A_40x130_INLAY.pdf"" target=""_blank"" rel=""noopener"">16649_Flow 5in1 Fast charge 3A_40x130_INLAY</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/12/16649-Declaration-of-Conformity-1.pdf"" target=""_blank"" rel=""noopener"">16649 Declaration of Conformity</a>","[video width=""1920"" height=""1080"" mp4=""https://www.usb.nu/wp-content/uploads/2022/01/Flow_13649_10.mp4""][/video]",725-sv,"100 st",8544429090,"Blå, grön, orange (LED ljus och kontakt)",18x9mm,Lasergravyr,Aluminium,"3A Fast charge",31g,1m,"CE, Rohs, EMC",112,129,124,119,116,114,112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
87,"LED Spotlight wall charger",16660,,"Smart lösning på ett stort vardagsproblem i tider av otaliga mobila enheter med alltid för lite batteritid: Det finns aldrig tillräckligt med lediga uttag. Väggladdaren, som vann German Design Award 2022, erbjuder 4 USB-hubbar med en total laddningskapacitet på 20 watt, så att upp till 4 USB-enheter kan laddas samtidigt från samma uttag. En inbyggd, 3-stegs dimbar LED-lampa (färgtemperatur 2700 K / varmvit) ger extra behaglig, indirekt belysning. Anslutningar: 1x USB Quick Charge 3.0, 1x USB C, 2x USB A.",16660,"Laddare/Sladdar,Nyheter","https://www.usb.nu/wp-content/uploads/2022/12/16660_LED-Spotlight-Wall-adapter_15.jpg,https://www.usb.nu/wp-content/uploads/2022/12/16660_LED-Spotlight-Wall-adapter_14-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/16660_LED-Spotlight-Wall-adapter_3.jpg,https://www.usb.nu/wp-content/uploads/2022/12/16660_LED-Spotlight-Wall-adapter_2.jpg,https://www.usb.nu/wp-content/uploads/2022/12/16660_LED-Spotlight-Wall-adapter_1-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/16660_LED-Spotlight-Wall-adapter_13.jpg,https://www.usb.nu/wp-content/uploads/2022/12/16660_LED-Spotlight-Wall-adapter_9.jpg,https://www.usb.nu/wp-content/uploads/2022/12/16660_LED-Spotlight-Wall-adapter_8-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/16660_LED-Spotlight-Wall-adapter_4b-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/16660_LED-Spotlight-Wall-adapter_17-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/12/16660_LED-Spotlight-Wall-adapter_Box2.jpg",https://www.usb.nu/wp-content/uploads/2022/12/16660_LED-Spotlight-Wall-adapter_8-bana-1-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/12/16660_LED-Spotlight-Wall-adapter_pic.zip"">16660_LED Spotlight Wall adapter_pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/12/16660_LED-Spotlight-wall-charger_ARTW.pdf"" target=""_blank"" rel=""noopener"">16660_LED Spotlight wall charger_ARTW</a>",,"715-sv,214-14m-sv","50 st",8507600065,Vit/grå,58x10mm,Screen,ABS,20W,310g,202x52x92mm,"CE,Rohs,EMC",365,349,344,339,326,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
88,"Solar Hand crank Radio small",16555,,"Nödradio för oväntade situationer. Radion har en slim och snygg design med infällbar antenn och är liten nog att enkelt få plats i ryggsäcken. Nödradion kan ta emot FM- och AM-radio och har en inbyggd ficklampa samt inbyggd powerbank på 2000mAh. När det gäller radions batterikraft har du tre val: ladda via att veva, via solceller, eller via USB-uttag. Vid strömavbrott är det bäst att använda veven ifall du vill få upp batteristyrkan relativt snabbt. Ladda med veven/dynamon i ca 10 minuter vilket ger drygt en timmes användning. Radion har en USB utgång som kan användas för laddning av radion men även av andra elektroniska prylar, t.ex. din telefon eller andra enheter.

&nbsp;

Större modell: <a href=""https://www.usb.nu/produkt/solar-hand-crank-radio-pro/"">Solar Hand crank Radio PRO</a>",16555,"Laddare/Sladdar,Nyheter,Ljud","https://www.usb.nu/wp-content/uploads/2022/10/16555_Solar-Hand-crank-Radio-small_3-1.jpg,https://www.usb.nu/wp-content/uploads/2022/10/16555_Solar-Hand-crank-Radio-small_5-1.jpg,https://www.usb.nu/wp-content/uploads/2022/10/16555_2S4A6737PM-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/10/16555_Solar-Hand-crank-Radio-small_4-1.jpg,https://www.usb.nu/wp-content/uploads/2022/10/16555_Solar-Hand-crank-Radio-small_7-1.jpg,https://www.usb.nu/wp-content/uploads/2022/10/16555_2S4A6722PM-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/10/16555_Solar-Hand-crank-Radio-small_8-1.jpg,https://www.usb.nu/wp-content/uploads/2022/10/16555_2S4A6700PM-scaled.jpg",https://www.usb.nu/wp-content/uploads/2022/10/16555_Solar-Hand-crank-Radio-small_2b-1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/10/16555_Solar-Hand-crank-Radio-small_Pics.zip"" target=""_blank"" rel=""noopener"">16555_Solar Hand crank Radio small_Pics</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/10/16555_Solar-Hand-crank-Radio-Small_SIM.pdf"" target=""_blank"" rel=""noopener"">16555_Solar Hand crank Radio Small_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/10/16555_Solar-Hand-crank-Radio-small_Manual.pdf"" target=""_blank"" rel=""noopener"">16555_Solar Hand crank Radio small_Manual</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/10/16555-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">16555 Declaration of Conformity</a>

&nbsp;","[video width=""1920"" height=""1080"" mp4=""https://www.usb.nu/wp-content/uploads/2022/10/16555-radio-2_1.mp4""][/video]","715-sv,203-11m-sv","100 st",8527910000,Svart,15x15mm,"1-f (vit eller grå), 2-f möjligt vid minst 200st",ABS,"2000mAh powerbank",260g,128x64x45mm,"Rohs, EMC, Red",269,249,234,228,219,209,199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
89,"Qi 15W Charger stand Magnetic",16170,,"Framtiden är trådlös och magnetisk Denna trådlösa laddare med 15 W snabbladdning och inbyggd magnet låter dig snabbt och enkelt ladda din Magsafe Qi-kompatibla iPhone utan att krångla med sladdar, samtidigt som laddaren bistår som ett praktiskt stativ till din mobil. Perfekt för att ha översikt över telefonen framför datorn på skrivbordet eller på nattduksbordet bredvid sängen.

Anslut laddaren till ett vägguttag, sedan är det bara att placera din Magsafe  mobil för att börja ladda trådlöst. Laddaren stänger automatiskt av sig när din mobil är fulladdad, och har en ultralåg energiförbrukning vid standby.",16170,"Laddare/Sladdar,Mobiltillbehör",https://www.usb.nu/wp-content/uploads/2022/09/16170_QI-15W-Charger-stand-Magnetic_2.jpg,https://www.usb.nu/wp-content/uploads/2022/09/16170_QI-15W-Charger-stand-Magnetic_1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/09/QI-15W-Charger-stand-Magnetic_116170_PIC.zip"">QI 15W Charger stand Magnetic_116170_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/09/16170_QI-15W-Charger-stand-Magnetic_SIM.pdf"" target=""_blank"" rel=""noopener"">16170_QI 15W Charger stand Magnetic_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/09/16170-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">16170 Declaration of Conformity</a>",,725-sv,"100 st",8504409590,"Svart, silver","65,20 mm",Lasergravyr,Aluminium,15W,123g,"128x70x8,5mm","CE, Rohs, EMC",179,169,162,153,148,129,124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
90,"R-PET LED Powerbank 5000mAh",16095,,"En powerbank tillverkad av återvunna PET Flaskor enligt Global Recycled Standard 4.0 och certifierad av ESTS. Visa din logo på ett miljövänligare sätt. Vi graverar din logo och belyser den inifrån med LED lampa. Logon börjar lysa så fort du använder powerbanken. Nytt, spännande och unikt. LED lampan kan lysa i valfri färg, upp till dig! Powerbanken är på hela 5000mAh.

Samtliga våra laddare har skydd mot överladdning, urladdning, kortslutning samt överspänning vilket skyddar både laddare samt enheten som laddas.",16095,"Laddare/Sladdar,ECO Produkter","https://www.usb.nu/wp-content/uploads/2022/06/16095_R-PET-LED-Powerbank-5000mAh_5-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/06/16095_R-PET-LED-Powerbank-5000mAh_4-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/06/16095_R-PET-LED-Powerbank-5000mAh_7.jpg",https://www.usb.nu/wp-content/uploads/2022/08/16095_R-PET-LED-Powerbank-5000mAh_1_ESTS-1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/06/16095_R-PET-LED-Powerbank-5000mAh_PIC.zip"" target=""_blank"" rel=""noopener"">16095_R-PET LED Powerbank 5000mAh_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/08/16095_R-PET-LED-Powerbank-5000mAh_SIM.pdf"" target=""_blank"" rel=""noopener"">16095_R-PET LED Powerbank 5000mAh_SIM</a>",,725-sv,"50 st",8507600090,Svart,58x35mm,LED,R-PET,5000mH,114g,100x67x13mm,"CE, Rohs, EMC",199,169,158,149,139,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
91,"New Slim Powerbank 4000mAh",16100,,"Kompakt, slimmad och elegant powerbank i aluminium med dubbla laddutgångar. Både USB- och Type C-utgång för laddning. LED-indikator visar återstående batterikapacitet.

Alla våra laddare har skydd mot överladdning, överladdning, kortslutning och överström vilket skyddar både laddare och enheten som ska laddas",16100,Laddare/Sladdar,"https://www.usb.nu/wp-content/uploads/2022/06/16100_Slim-4000mah-Powerbank_2-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/06/16100_Slim-4000mah-Powerbank_3.jpg,https://www.usb.nu/wp-content/uploads/2022/06/16100_Slim-4000mah-Powerbank_4.jpg",https://www.usb.nu/wp-content/uploads/2022/06/16100_Slim-4000mah-Powerbank_1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/06/16100_Slim-4000mah-Powerbank_PIC.zip"" target=""_blank"" rel=""noopener"">16100_Slim 4000mah Powerbank_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/08/16100_Slim-Powerbank-4000mAh_Sim.pdf"" target=""_blank"" rel=""noopener"">16100_Slim Powerbank 4000mAh_Sim</a>",,725-sv,"50 st",8507600090,Svart,70x40mm,Lasergravyr,Aluminium,4000mAh,140g,72x121x10mm,"CE, Rohs, EMC",162,139,129,123,116,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
92,"Qi 5W Solar Flashlight Powerbank 20.000mAh",16075,,"En kraftfull och tålig powerbank du kan lita på i alla lägen, med solpaneler och trådlös QI laddning. Produktens vattentäta, dammtäta och stöttåliga skal med den stora inbyggda ficklampan gör den perfekt för friluftsliv och fysiska aktiviteter och arbete. <span class=""Y2IQFc"" lang=""sv"">För nödsituationer kan du slå på en larmfunktion som visas som ett rött och blått blinkande ljus. </span>Det 20.000mAh stora batteriet räcker flera laddningar och vidare drygar solpanelerna ut perioden innan powerbanken behöver laddas upp.

Samtliga våra laddare har skydd mot överladdning, urladdning, kortslutning samt överspänning vilket skyddar både laddare samt enheten som laddas",16075,"Laddare/Sladdar,Nyheter","https://www.usb.nu/wp-content/uploads/2022/08/16075_Qi-5W-Solar-Flashlight-PB_12-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/08/16075_Qi-5W-Solar-Flashlight-PB_1.jpg,https://www.usb.nu/wp-content/uploads/2022/08/16075_Qi-5W-Solar-Flashlight-PB_3.jpg,https://www.usb.nu/wp-content/uploads/2022/08/16075_Qi-5W-Solar-Flashlight-PB_5.jpg,https://www.usb.nu/wp-content/uploads/2022/08/16075_Qi-5W-Solar-Flashlight-PB_11-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/08/16075_Qi-5W-Solar-Flashlight-PB_10-ON-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/08/16075_Qi-5W-Solar-Flashlight-PB_10-scaled.jpg",https://www.usb.nu/wp-content/uploads/2022/08/16075_Qi-5W-Solar-Flashlight-PB_2.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/06/16075_Qi-5W-Solar-Flashlight-PB_PIC.zip"" target=""_blank"" rel=""noopener"">16075_Qi 5W Solar Flashlight PB_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/08/16075_QI-5W-Solar-Flashlight-Powerbank-20.000mAh_SIM-1.pdf"" target=""_blank"" rel=""noopener"">16075_QI 5W Solar Flashlight Powerbank 20.000mAh_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/08/16075_QI-Solar-Flashlight-Powerbank-20000mAh_Manual.pdf"" target=""_blank"" rel=""noopener"">16075_QI Solar Flashlight Powerbank 20000mAh_Manual</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/08/16075-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">16075 Declaration of Conformity</a>",,"715-sv,203-11m-sv,211-11-3m-sv,214-14m-sv","50 st",8507600090,Svart,"Framsida 40x7mm Baksida 50x30mm",Screen,ABS/Solar,20.000mAh,560g,167x86x33mm,"CE, Rohs, EMC",434,407,389,374,356,334,319,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93,"Mousepad Gaming Mega",16150,,"För dig som vill ha ut max av din skrivbordsyta eller ditt spelande. En musmatta som täcker en yta om hela 900x400mm med sydda kanter. Vi kallar den Mega gaming pad. Du kan enkelt ha både tangentbord och mus på denna samtidigt.

En reklamyta som är enorm gör denna produkt till både ett skrivbordsunderlägg och en gaming matta. Undersida i svart halkfritt naturgummi med maximal kontaktyta mot underlaget. Musmattan är optimerad för både lasersensorer och optiska sensorer och fungerar lika väl, oavsett om du använder hög eller låg känslighet på din datormus. Framtagen av gamers för gamers.

Vi använder FSC sublimeringspapper, färgerna är vattenbaserade och OEKO-TEX Certifierade. Produceras in-house i Malmö.

Under 50st begär pris.",16150,"Musmattor/Gaming,Nyheter","https://www.usb.nu/wp-content/uploads/2022/08/16150_Mouspad-Gaming-Mega_12-1-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/08/16150_Mouspad-Gaming-Mega_5-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/08/16150_Mouspad-Gaming-Mega_3.jpg",https://www.usb.nu/wp-content/uploads/2022/08/16150_Mouspad-Gaming-Mega_6-1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/06/16150_Mouspad-Gaming-Mega_PIC.zip"" target=""_blank"" rel=""noopener"">16150_Mouspad Gaming Mega_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/06/00000-Mousepad-Gaming-Mega_900x400_SIM.pdf"" target=""_blank"" rel=""noopener"">00000 Mousepad Gaming Mega_900x400_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/06/00000-Mousepad-Gaming-Mega_900x400_MATTA.pdf"" target=""_blank"" rel=""noopener"">00000 Mousepad Gaming Mega_900x400_MATTA</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/16150-Declaration-of-conformity.pdf"" target=""_blank"" rel=""noopener"">16150 Declaration of conformity</a>",,730-sv,"50 st",4016100090,"Benvit textil med svart gummiundersida. Sydd kant.",900x400mm,"Fullfärgstryck CMYK",Naturgummi/textil,-,600g,900x400x3mm,Reach,169,159,139,119,115,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
94,"R-PET Qi 5W Textile Powerbank 8000mAh",16105,,"Snygg och kraftfull powerbank med inbyggd Qi laddning på hela 8000mAh med framsida i textil och chassi i R-PET. LED indikatorn visar batteriets återstående kapacitet. Samtliga våra laddare har skydd mot överladdning, urladdning, kortslutning samt överspänning vilket skyddar både laddare samt enheten som laddas. Levereras med 3i1 laddkabel (Micro USB, Type-C och Apple Lightning)

All insamling och tillverkning av det återvunna materialet är certifierat med Global Recycled Standard (GRS) 4.0 och ESTS. En internationell standard för att säkerställa att materialet återvinns och hanteras på ett så miljövänligt sätt som möjligt. 3-parts besiktning för att verifiera ursprung av råvara &amp; att en ansvarsfull produktion efterföljs.",16105,"Laddare/Sladdar,ECO Produkter","https://www.usb.nu/wp-content/uploads/2022/06/16105_R-PET-Qi-5W-Textile-Powerbank-8000mAh_2.jpg,https://www.usb.nu/wp-content/uploads/2022/06/16105_R-PET-Qi-5W-Textile-Powerbank-8000mAh_3.jpg,https://www.usb.nu/wp-content/uploads/2022/06/16105_R-PET-Qi-5W-Textile-Powerbank-8000mAh_5.jpg",https://www.usb.nu/wp-content/uploads/2022/08/16105_R-PET-Qi-5W-Textile-Powerbank-8000mAh_1_ESTS-1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/06/16105_R-PET-Qi-5W-Textile-Powerbank-8000mAh_PIC.zip"" target=""_blank"" rel=""noopener"">16105_R-PET Qi 5W Textile Powerbank 8000mAh_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/06/16105_R-PET-Qi-5W-Textile-Powerbank-8000mAh_SIM.pdf"" target=""_blank"" rel=""noopener"">16105_R-PET Qi 5W Textile Powerbank 8000mAh_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/08/16105-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">16105 Declaration of Conformity</a>",,"715-sv,191-sv,192-sv,193-sv,214-14m-sv","100 st",8507600090,Svart/grå,120x55mm,"LED logo",R-PET,"Qi 5W + PB 8000mAh",290g,147x70x13mm,"CE, Rohs, EMC",,214,199,189,181,173,165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95,"2in1 Phone Fan Lightning and Type C",16085,,"Kul och svalkande fläkt som ansluts via laddningsporten på din telefon. Perfekt giveaway for sommarens heta dagar. Nu i uppdaterad version med inbyggd Apple Lightning och Type C kontakt.Fläkten startar direkt när den ansluts och drar väldigt lite ström. Passar alla mobiltelefoner.",16085,Mobiltillbehör,"https://www.usb.nu/wp-content/uploads/2022/06/16085_Phone-fan-2in1_black-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/06/16085_Phone-fan-2in1_white-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/08/16085_2S4A6560PM-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/06/16085_Phone-fan-2in1_dark-blue-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/06/16085_Phone-fan-2in1_16.jpg,https://www.usb.nu/wp-content/uploads/2022/06/16085_Phone-fan-2in1_light-blue-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/06/16085_Phone-fan-2in1_orange-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/06/16085_Phone-fan-2in1_pink-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/08/16085_2S4A6562PM-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/06/16085_Phone-fan-2in1_red-scaled.jpg,https://www.usb.nu/wp-content/uploads/2022/06/16085_Phone-fan-2in1_green-scaled.jpg",https://www.usb.nu/wp-content/uploads/2022/06/DSC_8587-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/06/16085_Phone-fan-2in1_PIC.zip"" target=""_blank"" rel=""noopener"">16085_Phone fan 2in1_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/08/16085_2in1-Phone-Fan-Lightning-and-Type-C_ARTW.pdf"" target=""_blank"" rel=""noopener"">16085_2in1 Phone Fan Lightning and Type C_ARTW</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/08/16085-Declaration-of-Conformity.pdf"">16085 Declaration of Conformity</a>","[video width=""1920"" height=""1080"" mp4=""https://www.usb.nu/wp-content/uploads/2022/08/16085_small.mp4""][/video]","715-sv,210-10s-sv","100 st",8414593520,"Svart,vit, röd, blå,grön",25x8mm,Screen,TPE,-,17g,87x42x47,Reach,,33,28,27,26,25,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
