Id,Name,SKU,content,"Short Description",sku,category,"Gallery Image","Product Image",Download,Image,print-position-1,color,kop-fran,tariff-stat-nr,standardfarg,tryckyta,logo,material,vikt,dimensioner,certifikat,"price option 50","price option 100","price option 250","price option 500","price option 1000","price option 2500","price option 5000",order-from,tariff-stat-no,print-surface,weight,dimensions,certificate,capacity,kapacitet,packaging,other,ovrigt,buy-from,standard-colour,imprint-surface,dimension,certificat,version,print-position-2,accessories,dimensionsr,print-area,dimensiones,colour,solar-charger,input,output,solar-laddning,printing-surface,tariff-statno,print-position-3,own-design,farg,sizes
226,"RFID protection card",13618,"Se upp for senaste trenden att komma at dina bankuppgifter. Detta smarta och mycket prisvarda RFID kort blockerar RFID- och NFC- signaler Kortet skyddar dina bank- och kreditkort mot tradlos skimming och for att undvika oonskad atkomst och kopiering av data av t.ex. kreditkort, inpasseringskort och busskort. Kortet ar utformat som ett vanligt kreditkort och passar alla planbocker, mobilfodral etc. Kortet paverkar inte mobiltelefon, magnetremsa eller chip pa ovriga kort. Priset ar inkl. 1-fargstryck eller gravyr. Minsta antal med tryck 100st.","Watch out for the latest trend to access your bank details. This clever and very affordable RFID card blocks RFID and NFC signals. The card protects your bank and credit cards against wireless skimming and to avoid unwanted access and copying of data of eg. credit cards, keycards and bus cards. The card is designed as a regular credit card and fits all wallets, mobile cases etc. The card does not affect mobile phone, magnetic strip or chip on other cards.",13618,"Accessories,Security","https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b9be5720b.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/RFID-protection-card_8_13618-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/RFID-protection-card_9_13618-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/RFID-protection-card_12_13618-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/RFID-protection-card_13_13618-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/RFID-protection-card_14_13618-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/RFID-protection-card_16_13618-scaled.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b9bde0341.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/RFID-protection-card_13618_Pic.zip"" target=""_blank"" rel=""noopener"">RFID protection card_13618_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/RFID-protection-card-SIM_art-no-13618-1.pdf"" target=""_blank"" rel=""noopener"">RFID protection card SIM_art no 13618</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13618-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">13618 Declaration of conformity</a>",,730,White,-,-,-,-,"Screen,Fullcolor imprint.",PP,-,-,-,,,,18,10.50,10,9,"500 pcs",3926909790,86x54mm,6g,86x54x1mm,RohS,-,-,-,-,-,-,-,-,-,-,-,731,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
227,"RFID protection card",13618,,"Se upp för senaste trenden att komma åt dina bankuppgifter. Detta smarta och mycket prisvärda RFID kort blockerar RFID- och NFC- signaler Kortet skyddar dina bank- och kreditkort mot trådlös skimming och för att undvika oönskad åtkomst och kopiering av data av t.ex. kreditkort, inpasseringskort och busskort. Kortet är utformat som ett vanligt kreditkort och passar alla plånböcker, mobilfodral etc. Kortet påverkar inte mobiltelefon, magnetremsa eller chip på övriga kort.",13618,"Övrigt,Säkerhet","https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b9be5720b.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/RFID-protection-card_8_13618.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/RFID-protection-card_9_13618.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/RFID-protection-card_12_13618.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/RFID-protection-card_13_13618.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/RFID-protection-card_14_13618.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/RFID-protection-card_16_13618.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b9bde0341.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/RFID-protection-card_13618_Pic.zip"" target=""_blank"" rel=""noopener"">RFID protection card_13618_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/RFID-protection-card-SIM_art-no-13618-1.pdf"" target=""_blank"" rel=""noopener"">RFID protection card SIM_art no 13618</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13618-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">13618 Declaration of conformity</a>",,730-sv,-,"500 st",3926909790,Vit,86x54mm,"Screen, Fullfärgstryck",PP,6g,86x54x1mm,RohS,,,,18,10.50,10,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,731-sv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
228,"3in1 Lanyard cable",13616,"antligen uppdaterad logoband kabel med unik 3i1 laddningskabel. Fungerar for bade iPhone, enheter med Micro USB och nu aven Type C. Allt mycket smart och snyggt inbyggt! En perfekt och prisvard produkt till massan eller som giveaway. Med utfallande digitaltryck kan bandet fargas och tryckas i valfri farg pa bade in- och utsida. aven mojligt att trycka pa plasthatten. Praktisk karbinhake for t.ex namnbricka eller masskort ingar. Glom dom traditionella logobanden som oftast hamnar i papperskorgen. Vart logoband ger ett garanterat mervarde for mottagaren. Priset ar inkl. 1-fargstryck eller gravyr. Minsta antal med tryck 100st.","Finally a useful and stylish logoband with unique 3in1 charge cable. Works for both iPhone and devices with Micro USB and now also Type C, all built in a very clever solution. A perfect and affordable product for the fair or as a giveaway. With digital printing, the band can be colored and printed in any color on the inside and the outside. Also possible to print on the plastic cap. Practical hook for eg nameplate or entrance card included. Forget the traditional logobands that often end up in the trash. Your logobands provide a guaranteed added value for the receiver.",13616,Chargers/Cables,"https://elvirainfotech.live/usb/wp-content/uploads/2019/07/3in1-Lanyard-security-lock_13616_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/07/3in1-Lanyard-security-lock_13616_3.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/07/3in1-Lanyard-security-lock_13616_5.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/07/3in1-Lanyard-security-lock_13616_6.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/3in1-Lanyard-security-lock_13616_9-scaled.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/07/3in1-Lanyard-security-lock_13616_1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/3in1-Lanyard-security-lock_13616_Pic.zip"" target=""_blank"" rel=""noopener"">3in1 Lanyard security lock_13616_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/3in1-Lanyard-cable_security-lock_13616_SIM_Black.pdf"" target=""_blank"" rel=""noopener"">3in1 Lanyard cable_security lock_13616_SIM_Black</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/3in1-Lanyard-cable_security-lock_13616-_SIM_White.pdf"" target=""_blank"" rel=""noopener"">3in1 Lanyard cable_security lock_13616 _SIM_White</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13616-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">13616 Declaration of Conformity</a>",,730,"White textile. Plastic cap white or black",-,-,-,-,Transfer,Textile+ABS,-,-,-,0,43,42,36,35,32,31,"100 pcs",8544429090,500x10mm,28g,524x19x15mm,RohS,"5v/ 2A",-,-,-,-,-,-,-,-,-,-,731,-,-,-,-,-,-,-,-,-,-,-,"1-colour-on-cap,2-colour-on-cap,full-colour-on-cap",-,-,-
229,"3in1 Lanyard cable",13616,,"Äntligen uppdaterad logoband kabel med unik 3i1 laddningskabel. Fungerar för både iPhone, enheter med Micro USB och nu även Type C. Allt mycket smart och snyggt inbyggt! En perfekt och prisvärd produkt till mässan eller som giveaway. Med utfallande digitaltryck kan bandet färgas och tryckas i valfri färg på både in- och utsida. Även möjligt att trycka på plasthatten. Praktisk karbinhake för t.ex namnbricka eller mässkort ingår. Glöm dom traditionella logobanden som oftast hamnar i papperskorgen. Vårt logoband ger ett garanterat mervärde för mottagaren.",13616,Laddare/Sladdar,"https://elvirainfotech.live/usb/wp-content/uploads/2019/07/3in1-Lanyard-security-lock_13616_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/07/3in1-Lanyard-security-lock_13616_3.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/07/3in1-Lanyard-security-lock_13616_5.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/07/3in1-Lanyard-security-lock_13616_6.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/3in1-Lanyard-security-lock_13616_9.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/07/3in1-Lanyard-security-lock_13616_1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/3in1-Lanyard-security-lock_13616_Pic.zip"" target=""_blank"" rel=""noopener"">3in1 Lanyard security lock_13616_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/3in1-Lanyard-cable_security-lock_13616_SIM_Black.pdf"" target=""_blank"" rel=""noopener"">3in1 Lanyard cable_security lock_13616_SIM_Black</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/3in1-Lanyard-cable_security-lock_13616-_SIM_White.pdf"" target=""_blank"" rel=""noopener"">3in1 Lanyard cable_security lock_13616 _SIM_White</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13616-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">13616 Declaration of Conformity</a>",,730-sv,-,"100 st",8544429090,"Vitt band. Plasthatt vit eller svart",500x10mm,Transfer,Textil+ABS,28g,524x19x15mm,RohS,0,39.50,38.50,35,34,31,30,-,-,-,-,-,-,-,5V/2A,-,-,-,-,-,-,-,-,-,731-sv,-,-,-,-,-,-,-,-,-,-,-,"1-f-hatt,2-f-hatt,fc-cap",-,-,-
230,"R-ABS LED Shake Powerbank 8000mAh",16130-UV,"Visa din logo pa ett helt nytt satt. Vi graverar din logo och belyser den inifran med LED lampa. Logon borjar lysa sa fort du skakar pa power banken. Nytt, spannande och unikt. LED lampan kan lysa i valfri farg, upp till dig! 8000mAh Priset ar inkl. 1-fargstryck eller gravyr. Minsta antal med tryck 50st.","Now even more popular! This powerbank is made from R-ABS (recycled plastic), it has an UV-coating to make it extra durable in an environment friendly way. Your logo is engraved through the case and will illuminate with LED light as soon as you connect to the powerbank. An exciting way to promote yourself. Choose any colour for the LED light! High capacity at 8000mAh.

All our chargers have overcharging, discharging, short-circuiting and overvoltage protection which protects both the charger and the device being charged.",16130-UV,"Chargers/Cables,ECO Products","https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_1-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_3-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_4-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_5-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_5b-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_6-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_7-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_13-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_13b-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_8.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_14.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Powerbank_Standard-Box.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Powerbank_SPECIAL-GIFT-BOX_SIM.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_2-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_Pic.zip"" target=""_blank"" rel=""noopener"">LED Shake power bank_13614_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/16130_R-ABS-LED-Shake-Powerbank_SIM-1.pdf"" target=""_blank"" rel=""noopener"">16130_R-ABS LED Shake Powerbank_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/LED-Shake-powerbank_SPECIAL-GIFT-BOX_SIM-2.pdf"">LED Shake powerbank_SPECIAL GIFT BOX_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/12/16130-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">16130 Declaration of Conformity</a>",,"10000,730",Black,-,-,-,-,"Laserengraving/full colour print","R-ABS recycled plastic / UV coating",-,-,-,227,182,169,161,153,0,0,"50 pcs",8507600065,"103x50mm LED is 80x40mm",159g,137x70x15mm,"CE / RoHS",8000mAh,-,-,-,-,-,-,-,-,-,-,-,gbm,-,-,-,-,-,"5V/1,5A",5V/2A,-,-,-,-,-,-,-
231,"R-ABS LED Shake Powerbank 8000mAh",16130-UV,"<p class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Översättning""><span class=""Y2IQFc"" lang=""sv"">Nu ännu mer populär powerbank då den är tillverkad i R-ABS (återvunnen plast) med </span><span class=""Y2IQFc"" lang=""sv"">gummerad-beläggning </span><span class=""Y2IQFc"" lang=""sv"">för en stilren look. Din logo är graverad genom fodralet och lyser upp med LED-ljus så fort du ansluter till powerbanken. Ett spännande sätt att marknadsföra dig. Välj valfri färg på LED-ljuset! Hög kapacitet på 8000mAh.</span></p>
Samtliga våra laddare har skydd mot överladdning, urladdning, kortslutning samt överspänning vilket skyddar både laddare samt enheten som laddas.","<p class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Översättning""><span class=""Y2IQFc"" lang=""sv"">Nu ännu mer populär powerbank då den är tillverkad i R-ABS (återvunnen plast), </span><span class=""Y2IQFc"" lang=""sv"">den har en UV-beläggning för att göra den extra hållbar på ett miljövänligt sätt</span><span class=""Y2IQFc"" lang=""sv"">. Din logo är graverad genom fodralet och lyser upp med LED-ljus så fort du ansluter till powerbanken. Ett spännande sätt att marknadsföra dig. Välj valfri färg på LED-ljuset! Hög kapacitet på 8000mAh.</span></p>
Samtliga våra laddare har skydd mot överladdning, urladdning, kortslutning samt överspänning vilket skyddar både laddare samt enheten som laddas.",16130-UV,"ECO Produkter,Laddare/Sladdar","https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_3.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_4.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_5.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_5b.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_6.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_7.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_13.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_13b.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_8.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_14.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Powerbank_Standard-Box.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Powerbank_SPECIAL-GIFT-BOX_SIM.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_2.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/LED-Shake-power-bank_13614_Pic.zip"" target=""_blank"" rel=""noopener"">LED Shake power bank_13614_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/16130_R-ABS-LED-Shake-Powerbank_SIM-1.pdf"" target=""_blank"" rel=""noopener"">16130_R-ABS LED Shake Powerbank_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/LED-Shake-powerbank_SPECIAL-GIFT-BOX_SIM-2.pdf"">LED Shake powerbank_SPECIAL GIFT BOX_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/12/16130-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">16130 Declaration of Conformity</a>",,"10000-sv,730-sv",-,"50 st",8507600065,Svart,"103x50mm LED ytan är 80x40mm",Lasergravyr/fullfärgstryck,"R-ABS återvunnen plast / UV-lager",159g,137x70x15mm,"CE / RoHS",227,182,169,161,153,148,143,-,-,-,-,-,-,-,8000mAh,-,-,-,-,-,-,-,-,-,-,gbm-2,-,-,-,-,-,"5V/1,5A",5V/2A,-,-,-,-,-,-,-
232,"Wall Adapter Complete",13619,,"En komplett väggadapter som har allt man kan önska sig! Smart lösning med uttag i mitten för standard kontakter och infällt i produkten finns 3 USB kontakter och en Type C kontakt.  Med en output på hela 4,4 A kan du ladda allt på en gång  och detta snabbt! Dessutom är mittenpartiet utformat för att linda din laddkabel runt när du tar med adaptern på resa! TUV approved för garanterad högsta säkerhet",13619,Laddare/Sladdar,"https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b8f6c86ba.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b8f78307d.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b8f82ae53.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b8f8d5a10.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Wall-adapter-complete_13.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b8f622ec4.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Wall-adapter-complete_11b.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Wall-adapter-complete-Pictures_13619.zip"" target=""_blank"" rel=""noopener"">Wall adapter complete_13619_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Wall-adapter-complete_13619_PAPER-SLEEVE_SIM.pdf"" target=""_blank"" rel=""noopener"">Wall adapter complete_13619_PAPER SLEEVE_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Wall-adapter-complete-_13619_SIM.pdf"" target=""_blank"" rel=""noopener"">Wall adapter complete _13619_SIM</a>

&nbsp;",,730-sv,-,"50 st","8536 69 90 99","Vit/Vit, Vit/Grå, Vit/Röd, Vit/Blå, Vit/Limegrön",77x77mm,"Screen 1-färgstryck",ABS,165g,820x800mm,RoHS,129,122,115,109,105,99,96,-,-,-,-,-,-,-,-,-,-,"4,4A total output USB, 110-240V vägguttag",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
233,"Wall Adapter Complete",13619,"En komplett vaggadapter som har allt man kan onska sig! Smart losning med uttag i mitten for standard kontakter och infallt i produkten finns 3 USB kontakter och en Type C kontakt. Har kan du ladda allt pa en gang och detta snabbt! Dessutom ar mittenpartiet utformat for att linda din laddkabel runt nar du tar med adaptern pa resa! TUV approved for garanterad hogsta sakerhet. Priset ar inkl. 1-fargstryck eller gravyr. Minsta antal med tryck 50st.","A complete wall adapter that has everything you could wish for! Clever solution with standard socket in the middle and recessed into the product, you will find 3 USB connectors and a Type C connector. Here you can load everything at once and this quickly as the output is over 4,4 A ! In addition, the center part is designed to wrap your charging cable when you carry the adapter on the go! TUV approved for guaranteed high quality.",13619,Chargers/Cables,"https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b8f6c86ba.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b8f78307d.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b8f82ae53.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b8f8d5a10.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Wall-adapter-complete_13.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b8f622ec4.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Wall-adapter-complete_11b.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Wall-adapter-complete-Pictures_13619.zip"" target=""_blank"" rel=""noopener"">Wall adapter complete_13619_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Wall-adapter-complete_13619_PAPER-SLEEVE_SIM.pdf"" target=""_blank"" rel=""noopener"">Wall adapter complete_13619_PAPER SLEEVE_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Wall-adapter-complete-_13619_SIM.pdf"" target=""_blank"" rel=""noopener"">Wall adapter complete _13619_SIM</a>

&nbsp;",,730,"White/White, White/Grey, White/Red, White/Blue, White/Limegreen",-,-,-,-,"Screen 1 color imprint",ABS,-,-,-,129,122,115,109,105,99,96,"50 pcs","8536 69 90 99",77x77mm,165g,820x800mm,RoHS,-,-,-,"4,4A total output USB, 110-240V wall plug",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
234,"LED 5in1 cable",13955,"Smart laddkabel som pa ett helt nytt satt visar er logo i form av LED ljus. Laddkontakter som passar for iPhone, Samsung samt Type C ingar! Priset ar inkl. 1-fargstryck eller gravyr. Minsta antal med tryck 50st.","Clever charging cable, which in a brand new way shows your logo in the form of LED light. With the new 5in 1 connector it is now possible to charge from Type C to Type C. Connectors included in the cable are suitable for iPhone, Samsung and Type C.",13955,Chargers/Cables,"https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-5in1-cable_13955_NEW_1-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-5in1-cable_13955_NEW_2-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-5in1-cable_13955_NEW_3-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Laddkabel-5i1_5.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Laddkabel-5i1_7c.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-5in1-cable_13955_NEW_1b-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/LED-5in1-cable_13955_NEW_Pics.zip"">LED 5in1 cable_13955_NEW_Pics</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13955_LED-Cable-5in1_SIM.pdf"" target=""_blank"" rel=""noopener"">13955_LED Cable 5in1_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13955_LED-cable-5in1_PAPERCARD_SIM.pdf"" target=""_blank"" rel=""noopener"">13955_LED cable 5in1_PAPERCARD_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13955-Declaration-of-Conformity-1.pdf"" target=""_blank"" rel=""noopener"">13955 Declaration of Conformity</a>",,725,Black/silver,-,-,-,-,"Laser engraving",TPE-Nylon,-,-,-,61,49,46,45,43,40,38,"50 pcs",8544429090,20x10mm,40g,"35x160 mm",RoHS,"5V max 2A",-,735,"LED light in White from 100 pcs. Red, blue and green from 500 pcs.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
235,"LED 5in1 cable",13955,,"Smart laddkabel som på ett helt nytt sätt visar er logo i form av LED ljus. Med den nya 5i1 kontakten är det nu möjligt att ladda från Type C till Type C. Laddkontakter som passar för iPhone, Samsung samt Type C ingår!",13955,Laddare/Sladdar,"https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-5in1-cable_13955_NEW_1-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-5in1-cable_13955_NEW_2-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-5in1-cable_13955_NEW_3-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Laddkabel-5i1_5.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-Laddkabel-5i1_7c.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/LED-5in1-cable_13955_NEW_1b-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/LED-5in1-cable_13955_NEW_Pics.zip"">LED 5in1 cable_13955_NEW_Pics</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13955_LED-Cable-5in1_SIM.pdf"" target=""_blank"" rel=""noopener"">13955_LED Cable 5in1_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13955_LED-cable-5in1_PAPERCARD_SIM.pdf"" target=""_blank"" rel=""noopener"">13955_LED cable 5in1_PAPERCARD_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13955-Declaration-of-Conformity-1.pdf"" target=""_blank"" rel=""noopener"">13955 Declaration of Conformity</a>",,725-sv,-,"50 st",8544429090,Svart/silver,20x10mm,Lasergravyr,TPE-Nylon,40g,"35x160 mm",RoHS,61,49,46,45,43,40,38,-,-,-,-,-,-,-,"5V max 2A",735-sv,-,"LED-lampa i vitt från 100 st. Rött, blått eller grönt från 500 st.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
